序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,周票數變動率,銷售金額,累計銷售票數,累計銷售金額
43,中華民國,不滅之光,2019/05/24,春暉映像有限公司,臺北市鷺江學術文化協會,1,6,-75.00%,"1,620",798,"177,325"
44,美國,阿拉丁,2019/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",95,"81,389",-25.15%,"19,204,127","1,137,558","265,908,646"
45,中華民國,你的臉+光,2019/05/17,汯呄霖電影有限公司,汯呄霖電影有限公司##財團法人公共電視文化事業基金會,1,192,-31.67%,"40,620","7,141","1,460,470"
46,美國,捍衛任務3：全面開戰,2019/05/15,威視股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,16,"2,041",-57.45%,"740,451","616,474","141,925,745"
47,香港,P風暴,2019/05/10,華映娛樂股份有限公司,東方影業出品有限公司,3,173,276.09%,"24,280","10,932","2,388,940"
48,英國,芭蕾王者,2019/05/10,聯影企業股份有限公司,The Match Factory GmbH,1,97,0.00%,"18,430","4,528","960,384"
49,瑞典,極地先鋒,2019/05/10,采昌國際多媒體股份有限公司,AB Svensk Filmindustri,1,45,0.00%,"7,200","2,020","432,751"
50,美國,名偵探皮卡丘,2019/05/09,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.##WARNER BROS. PICTURES INTERNATIONAL.,4,140,-86.12%,"33,955","672,290","159,760,871"
51,美國,詐騙女神,2019/05/09,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,4,118,-71.50%,"27,500","361,222","83,673,393"
52,中華民國,幻術,2019/05/03,威視股份有限公司,費思兔文化娛樂股份有限公司,1,94,0.00%,"20,680","10,487","2,428,280"
53,美國,柏林我愛你,2019/05/03,采昌國際多媒體股份有限公司,Atrium Productions Kft.,2,79,-7.06%,"12,270","4,531","961,733"
54,法國,搶救失業大作戰,2019/05/03,捷傑有限公司,Charades,1,57,90.00%,"8,710","1,660","341,583"
55,美國,復仇者聯盟:終局之戰,2019/04/24,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",28,"12,439",326.87%,"4,118,483","3,458,357","903,575,717"
56,美國,魔力女聲,2019/04/19,威視股份有限公司,ME TEEN SPIRIT LIMITED,3,392,20.99%,"34,210","8,093","1,748,801"
57,美國,牛津解密,2019/04/19,采昌國際多媒體股份有限公司,Freeway Entertainment Kft.,4,203,9.73%,"27,310","11,877","2,636,433"
58,香港,淪落人,2019/04/19,香港商甲上娛樂有限公司台灣分公司,無際電影製作有限公司 No Ceiling Film Production Limited,1,84,133.33%,"12,880","14,173","3,132,005"
59,美國,哭泣的女人,2019/04/17,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,222,24.02%,"19,340","133,178","31,058,124"
60,法國,蒙特梭利小教室,2019/04/13,佳映娛樂國際股份有限公司,Wide House,2,58,0.00%,"9,040",961,"196,045"
61,法國,女王的柯基,2019/04/12,傳影互動股份有限公司,CHARADES SAS,4,381,36.07%,"36,840","99,873","22,899,368"
62,美國,禁入墳場,2019/04/12,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,3,317,0.00%,"18,145","93,135","21,330,022"
63,美國,地獄怪客:血后的崛起,2019/04/11,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",8,"1,399",-5.28%,"105,850","139,030","31,257,922"
64,美國,奇幻遊樂園,2019/04/04,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,4,880,36.43%,"52,220","52,509","11,542,697"
65,美國,侵密室友,2019/04/03,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"ANTON CAPITAL ENTERTAINMENT, S.C.A.",6,757,21.12%,"60,420","26,503","5,859,565"
66,法國,我的巴黎舅舅,2019/04/03,東昊影業有限公司,MK2 Films,1,35,-41.67%,"4,900","2,488","497,935"
67,美國,沙贊！,2019/03/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,10,"1,339",-38.52%,"108,450","554,926","130,765,372"
68,美國,小飛象,2019/03/29,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,"1,081",4224.00%,"85,840","367,823","85,345,478"
69,美國,我們,2019/03/22,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,9,967,-42.10%,"85,025","273,251","63,145,311"
70,美國,庫爾斯克號:深海救援,2019/03/22,海樂影業股份有限公司,EuropaCorp,5,704,-11.11%,"57,555","71,575","15,311,164"
71,中華民國,老大人,2019/03/22,威視股份有限公司,興揚電影有限公司##中環國際娛樂事業股份有限公司##(大陸)海寧鐵幕真文化傳媒有限公司##(大陸)喀什嘉映文化傳媒有限公司,7,458,-8.95%,"39,385","60,354","13,329,051"
72,日本,機甲風暴,2019/03/22,暗光鳥有限公司,BLAST INC.,1,1,0.00%,210,149,"32,785"
73,丹麥,厄夜追緝令,2019/03/15,鏡象電影製作有限公司,TRUSTNORDISK APS,1,303,0.00%,"23,720","9,753","2,058,127"
74,日本,假面飯店,2019/03/15,英屬維京群島商高捷全球開發有限公司 台灣分公司,"PONY CANYON, INC.",2,117,-72.41%,"10,040","50,340","11,255,348"
75,美國,驚奇隊長,2019/03/06,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",11,"3,698",415.04%,"302,140","1,690,850","403,743,966"
76,美國,密弑遊戲,2019/02/27,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,72,-56.89%,"3,960","99,131","22,061,612"
77,南韓,證人,2019/02/21,香港商甲上娛樂有限公司台灣分公司,"LOTTE CULTUREWORKS CO., LTD.",1,114,-66.86%,"6,270","64,882","14,676,154"
78,美國,樂高玩電影2,2019/02/14,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,199,-48.31%,"11,345","42,492","9,637,065"
79,中華民國,一吻定情,2019/02/14,車庫娛樂股份有限公司,當樂娛樂股份有限公司,1,37,0.00%,"3,330","108,648","24,696,860"
80,加拿大,哈柏太空之旅3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,21,2100.00%,"3,330",440,"62,780"
81,加拿大,深海獵奇3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,24,-53.85%,"3,140",503,"64,594"
82,美國,馴龍高手3,2019/01/30,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,158,0.00%,"16,110","715,581","166,720,398"
83,美國,幸福綠皮書,2019/01/25,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"Storyteller Distribution Co., LLC pursuant to its arrangements with Participant Media, LLC",1,56,0.00%,"10,640","190,271","43,492,877"
84,日本,巧虎電影魔法島大冒險,2019/01/18,全民大劇團股份有限公司,法人倍樂生株式會社,6,42,-33.33%,"9,605","39,952","9,462,572"
85,日本,道別的早晨就用約定之花點綴吧,2018/08/03,向洋影業有限公司,Hakuhodo DY music ＆ pictures Inc.,1,10,0.00%,"1,660","16,391","4,027,608"
86,英國,漫漫回家路,2017/03/03,采昌國際多媒體股份有限公司,FILM & TV HOUSE LIMITED,1,5,0.00%,830,"48,910","10,484,133"
87,英國,李爾王(英國國家劇院現場),2016/04/23,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,3,119,-17.93%,"80,920",345,"238,120"
