序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,票數變動率,銷售金額,累計銷售票數,累計銷售金額
14,中華民國,陽光普照,2019/11/01,本地風光電影股份有限公司,本地風光電影股份有限公司##華文創股份有限公司##捌捌玖電影股份有限公司##鏡文學股份有限公司##聯聯看娛樂文化有限公司,42,"13,686",-28.61%,"3,258,810","46,740","11,086,904"
15,日本,紫羅蘭永恆花園外傳–永遠與自動手記人偶–,2019/11/01,采昌國際多媒體股份有限公司,"ABC ANIMATION, INC.",12,"9,450",-37.93%,"2,312,213","38,680","9,385,386"
16,中華民國,傻傻愛你，傻傻愛我,2019/11/01,華映娛樂股份有限公司,華映娛樂股份有限公司##講故事有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##天際娛樂股份有限公司##劇龍製作有限公司,62,"4,868",-67.84%,"1,096,508","39,826","8,942,864"
17,美國,絕鯊47：猛鯊出籠,2019/11/01,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,41,"1,769",-80.47%,"392,094","26,132","5,761,795"
18,泰國,鬼玩伴,2019/11/01,海樂影業股份有限公司,"Hollywood (Thailand) Co.,Ltd.",21,340,-87.44%,"74,920","7,675","1,704,441"
19,德國,反間遊戲,2019/11/01,海鵬影業有限公司,Global Screen GmbH,9,267,-77.90%,"55,770","3,364","737,974"
20,香港,犯罪現場,2019/11/01,英屬維京群島商高捷全球開發有限公司 台灣分公司,"天下一電影製作有限公司,寰亞電影製作有限公司,廣東世紀海岸影業有限公司,太陽娛樂文化有限公司,聯瑞（上海）影業有限公司,浙江橫店影業有限公司,大名娛樂有限公司,中影寰亞音像製品有限公司,北京聚融優合技術有限公司,廣東天影國際影業有限公司,廣東類行星文化科技有限公司,紅中影業有限公司,意馬國際控股有限公司,天津貓眼微影文化傳媒有限公司,上海淘票票影視文化有限公司",21,227,-90.89%,"48,750","6,808","1,527,309"
21,中華民國,陪你很久很久,2019/10/25,威視股份有限公司,嘉揚電影有限公司##海寧鐵幕真文化傳媒有限公司##滿滿額娛樂股份有限公司##中環國際娛樂事業股份有限公司##貴金影業傳媒股份有限公司##思美傳媒股份有限公司##海寧夢生影視文化傳媒有限公司##北京喔沃娛樂文化傳媒有限公司##薩摩亞商羚邦亞洲有限公司台灣分公司Medialink (Asia) Limited Taiwan Branch,33,"3,445",-57.94%,"795,248","55,181","12,606,289"
22,中華民國,Thunderbolt Fantasy 西幽玹歌,2019/10/25,星泰國際娛樂股份有限公司,霹靂國際多媒體股份有限公司##株式會社 Nitroplus (株式会社ニトロプラス)##株式會社 GOOD SMILE COMPANY (株式会社グッドスマイルカンパニー),19,"1,312",-59.82%,"310,487","18,044","4,257,268"
23,日本,失憶的總理大臣,2019/10/25,傳影互動股份有限公司,PONY CANYON INC,4,296,-69.52%,"63,895","7,347","1,634,082"
24,美國,金翅雀,2019/10/25,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,10,271,-83.45%,"58,815","15,435","3,421,916"
25,法國,狙擊獵殺: 救援行動,2019/10/25,亮點國際影業有限公司,Playtime,3,70,-76.90%,"15,500","3,726","819,322"
26,日本,柴公園,2019/10/25,可樂藝術文創股份有限公司,Happinet Corporation,2,36,-76.47%,"8,330","1,280","277,913"
27,日本,我的朋友霸王龍,2019/10/25,薩摩亞商羚邦(亞洲)有限公司台灣分公司,"TOEI COMPANY, LTD.",2,32,-88.89%,"6,950","2,455","556,930"
28,美國,雙子殺手,2019/10/23,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,97,"34,005",-55.74%,"7,986,475","526,023","127,655,405"
29,日本,電影版 吹響吧！上低音號～誓言的終章～,2019/10/23,車庫娛樂股份有限公司,PONY CANYON INC.,2,90,-79.17%,"20,805","5,995","1,490,382"
30,日本,新聞記者,2019/10/20,天馬行空數位有限公司,KADOKAWA CORPORATION,11,683,0.00%,"155,974",858,"190,099"
31,中華民國,聖人大盜,2019/10/18,台北双喜電影發行股份有限公司,中環國際娛樂事業股份有限公司##聖人大盜電影有限合夥##影市堂股份有限公司,13,935,-51.83%,"211,198","34,798","8,007,411"
32,中華民國,盲人律師,2019/10/18,春暉映像有限公司,牧風電影事業有限合夥,9,762,-60.27%,"166,655","22,674","4,967,001"
33,美國,黑魔女2,2019/10/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",90,"22,742",-49.66%,"5,289,566","569,512","134,357,212"
34,日本,電影版 吹響吧！上低音號～歡迎加入北宇治高中管樂社～,2019/10/17,車庫娛樂股份有限公司,PONY CANYON INC.,1,112,5500.00%,"26,880","1,081","258,222"
35,美國,屍樂園：髒比雙拼,2019/10/09,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,150,-3.85%,"36,000","61,517","14,154,097"
36,美國,弒婚遊戲,2019/10/09,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",6,130,-88.24%,"28,830","115,197","26,408,317"
37,日本,海獸之子,2019/10/09,香港商甲上娛樂有限公司台灣分公司,株式會社 Beyond C.,3,115,-69.66%,"26,925","36,777","8,651,696"
38,中華民國,江湖無難事,2019/10/09,鹿路電影有限公司,上海愛美影視文化傳媒有限公司##滿滿額娛樂股份有限公司##華映娛樂股份有限公司##內容物數位電影製作有限公司##高雄人##鹿路電影有限公司##發條映画有限公司##百聿數碼創意股份有限公司,2,113,-71.10%,"21,820","40,737","9,050,548"
39,美國,藍波:最後一滴血,2019/10/09,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",4,71,-87.00%,"16,745","120,709","27,257,476"
40,美國,小丑,2019/10/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,84,"12,522",-54.05%,"3,010,938","1,370,996","328,529,087"
41,英國,無間行動,2019/09/27,星泰國際娛樂股份有限公司,Batrax Entertainment,4,321,0.00%,"30,770","33,376","7,596,532"
42,日本,青春豬頭少年不會夢到懷夢美少女,2019/09/27,木棉花國際股份有限公司,Aniplex Inc.,2,77,-25.24%,"18,730","35,942","8,969,780"
43,義大利,莫內：睡蓮的水光魔法,2019/09/27,車庫娛樂股份有限公司,NEXO DIGITAL S.R.L.,1,31,0.00%,"10,850",473,"104,200"
44,中華民國,返校,2019/09/20,影一製作所股份有限公司,影一製作所股份有限公司##遊戲橘子數位科技股份有限公司##英屬維京群島商敦宜股份有限公司台灣分公司##樂到家國際娛樂股份有限公司##一條龍虎豹國際娛樂有限公司##財團法人臺中市影視發展基金會##高雄市電影館##美商華納兄弟（遠東）股份有限公司台灣分公司,23,"1,021",-54.36%,"241,949","1,106,404","258,786,486"
45,中華民國,我親愛的父親,2019/09/20,車庫娛樂股份有限公司,財團法人天主教失智老人社會福利基金會,1,200,0.00%,"44,000","1,465","319,159"
46,中華民國,與失智共舞,2019/09/20,車庫娛樂股份有限公司,財團法人天主教失智老人社會福利基金會,1,200,0.00%,"44,000","1,197","258,695"
47,美國,星際救援,2019/09/20,台北双喜電影發行股份有限公司,BONA FILM INVESTMENT COMPANY,3,219,0.00%,"23,290","141,332","33,741,748"
48,日本,我變笨了，請多多指教。,2019/09/20,車庫娛樂股份有限公司,PONY CANYON INC.,1,103,0.00%,"22,660","2,429","520,282"
49,南韓,忘了浪漫，記得你,2019/09/20,車庫娛樂股份有限公司,"FINECUT CO., LTD.",1,103,0.00%,"22,660",303,"67,833"
50,日本,貓咪知道但是貓咪不說,2019/09/13,可樂藝術文創股份有限公司,"THE KLOCKWORX CO., LTD",1,34,0.00%,"5,440","1,105","243,830"
51,日本,天氣之子,2019/09/12,車庫娛樂股份有限公司,"TOHO CO., LTD.",8,684,-54.09%,"158,676","685,057","164,705,386"
52,美國,舞孃騙很大,2019/09/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",2,341,0.00%,"29,320","30,280","6,880,889"
53,澳洲,夜鶯的哭聲,2019/09/12,傳影互動股份有限公司,FREEWAY ENTERTAINMENT KFT,2,230,475.00%,"28,120","3,867","844,070"
54,香港,花椒之味,2019/09/12,華映娛樂股份有限公司,寰亞電影製作有限公司##北京拉近影業有限公司##大地時代文化傳播(北京)有限公司##英皇影業有限公司##高寶集團影視有限公司##高益創新投資公共有限公司##寰亞電影發行（北京）有限公司##中影寰亞音像製品有限公司##悅視（北京）文化傳媒有限公司##大地時代文化傳播（天津）有限公司##上海懿合文化傳媒股份有限公司##金門製作有限公司,3,183,154.17%,"21,220","26,012","5,770,745"
55,加拿大,衝擊真相,2019/09/12,威視股份有限公司,BANKSIDE FILMS LTD,1,73,82.50%,"11,150","8,088","1,840,408"
56,俄羅斯,魔法禁界,2019/09/06,台北双喜電影發行股份有限公司,Media Film International,1,178,-26.75%,"9,790","14,075","3,115,682"
57,日本,大叔之愛電影版,2019/09/06,采昌國際多媒體股份有限公司,TV Asahi Corporation,1,62,158.33%,"9,480","28,838","6,762,297"
58,美國,牠 第二章,2019/09/05,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,62,0.00%,"5,570","475,155","116,230,731"
59,南韓,極限逃生,2019/08/30,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",7,"1,012",35.11%,"72,245","142,260","32,000,908"
60,法國,巴黎之王：闇黑正義,2019/08/30,鴻聯國際開發股份有限公司,Gaumont S.A.,2,189,114.77%,"28,170","4,943","1,055,452"
61,美國,你願意嫁給我老公嗎？,2019/08/30,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Cornerstone Films LTD,2,201,-12.23%,"17,740","8,164","1,689,168"
62,中華民國,未來無恙,2019/08/30,牽猴子整合行銷股份有限公司,大照國際影像有限公司Conjunction Films,1,36,-75.68%,"7,920","5,752","1,246,158"
63,中華民國,下半場,2019/08/23,下半場電影股份有限公司,下半場電影股份有限公司##華研國際音樂(股)公司##國賓影城(股)公司##高雄市電影館##美商華納兄弟(遠東)股份有限公司##逆光電影(股)公司##有享娛樂(股)公司##福斯傳媒有限公司##華策影業(天津)有限公司,5,388,81.31%,"55,560","100,397","22,795,211"
64,美國,全面攻佔3: 天使救援,2019/08/21,海樂影業股份有限公司,"NU IMAGE,INC.",4,"1,447",557.73%,"84,765","628,110","146,714,912"
65,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,5,655,4.80%,"146,853","63,659","15,818,126"
66,美國,炫目之光,2019/08/16,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,2,85,-12.37%,"12,460","6,601","1,344,089"
67,南韓,驅魔使者,2019/08/16,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",2,74,-81.73%,"6,550","125,315","28,339,802"
68,美國,仙戒奇緣,2019/08/16,新竹市政府文化局,Gold Valley Films Inc.,2,15,-87.70%,"3,230","5,759","1,312,075"
69,美國,憤怒鳥玩電影2：冰的啦！,2019/08/14,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,312,-20.20%,"16,250","88,242","19,590,486"
70,美國,朵拉與失落的黃金城,2019/08/09,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,5,706,9.63%,"47,460","63,237","13,993,267"
71,日本,乘浪之約,2019/08/09,台北双喜電影發行股份有限公司,Fuji Creative Coporation,1,18,-55.00%,"2,520","13,224","3,068,727"
72,西班牙,痛苦與榮耀,2019/08/02,傳影互動股份有限公司,BATRAX ENTERTAINMENT B.V.,2,87,-58.37%,"8,620","14,554","2,965,322"
73,美國,玩命關頭:特別行動,2019/07/31,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,9,"2,283",2.51%,"203,880","1,903,633","454,304,529"
74,美國,獅子王,2019/07/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",8,"1,808",-26.86%,"144,160","1,315,492","314,596,592"
75,日本,名偵探柯南：紺青之拳,2019/07/10,向洋影業有限公司,株式会社トムス・エンタテインメント,1,23,-42.50%,"1,880","472,497","109,674,984"
76,美國,蜘蛛人：離家日,2019/07/02,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,3,232,-45.28%,"13,660","1,596,476","379,809,819"
77,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,8,"1,157",-44.43%,"96,540","625,993","146,058,258"
78,美國,玩具總動員 4,2019/06/20,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",6,930,-36.08%,"73,690","1,345,981","312,594,170"
79,美國,阿拉丁,2019/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",2,203,-46.15%,"10,910","1,250,824","290,430,554"
80,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,1,100.00%,120,552,"79,260"
81,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,4,300.00%,675,809,"101,769"
