序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
22,日本,鐘擺人生,2018/08/03,車庫娛樂股份有限公司,FREE STONE PRODUCTIONS,2,8,"1,645",526,"109,675"
23,俄羅斯,危險性交易,2018/08/03,暗光鳥有限公司,LIMITED COMPANY ART PICTURES STUDIO,1,6,"1,260",128,"28,615"
24,美國,媽媽咪呀！回來了,2018/08/01,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,79,"15,913","3,703,480","101,075","23,240,368"
25,法國,喜歡你愛上你逃離你,2018/07/27,傳影互動股份有限公司,MK2 FILMS,1,124,"27,350","3,868","855,881"
26,美國,不可能的任務：全面瓦解,2018/07/25,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,92,"156,822","36,461,833","1,708,651","405,260,034"
27,義大利,願望咖啡館,2018/07/20,海鵬影業有限公司,TRUE COLOURS glorious films S.r.l.,6,681,"145,865","9,325","1,995,127"
28,泰國,把哥哥退貨可以嗎,2018/07/20,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,GDH 559 Company Limited,3,156,"35,710","38,685","8,789,505"
29,法國,一袋彈珠,2018/07/20,捷傑有限公司,GAUMONT S.A.,1,130,"27,240","3,328","697,600"
30,日本,?道上的阿波羅,2018/07/20,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,42,"9,000","2,823","623,782"
31,美國,尖叫旅社3:怪獸假期,2018/07/19,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,71,"15,547","3,419,255","289,602","64,573,920"
32,日本,小偷家族,2018/07/13,采昌國際多媒體股份有限公司,GAGA Corporation,8,"2,611","586,945","58,853","13,152,067"
33,日本,?本龍一：終章,2018/07/13,佳映娛樂國際股份有限公司,(法國)DOC AND FILM INTERNATIONAL,3,278,"61,800","9,842","2,161,114"
34,中華民國,命帶追逐（2018數位修復版）,2018/07/13,鏡象電影製作有限公司,積木影像製作有限公司,1,125,"28,535","2,875","635,606"
35,美國,高年級姐妹會,2018/07/13,威視股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,1,81,"16,965","15,731","3,669,167"
36,瑞典,決戰賽末點,2018/07/13,車庫娛樂股份有限公司,AB SVENSK FILMINDUSTRI,1,46,"7,360",557,"119,990"
37,美國,摩天大樓,2018/07/12,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,62,"8,450","1,912,168","797,813","186,548,167"
38,中華民國,切小金家的旅館,2018/07/12,良人行影業有限公司,良人行影業有限公司##麥加芬電影製作有限公司##阿榮影業股份有限公司##香港商福斯傳媒有限公司臺灣分公司##威像電影有限公司##(大陸)華策影業（天津）有限公司,3,67,"14,935","85,408","19,363,386"
39,日本,名偵探柯南:零的執行人,2018/07/06,向洋影業有限公司,"TMS ENTERTAINMENT CO.,LTD.",20,"4,040","955,941","373,154","86,303,058"
40,美國,蟻人與黃蜂女,2018/07/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",22,"1,872","449,882","1,259,619","295,992,564"
41,日本,電影哆啦A夢:大雄的金銀島,2018/07/02,鴻基國際視訊股份有限公司,"TOHO CO.,LTD",3,194,"44,850","44,454","10,190,394"
42,法國,愛情不輪轉,2018/06/29,海樂影業股份有限公司,GAUMONT S.A.,1,30,"4,800","2,439","524,812"
43,美國,鋼鐵墳墓2,2018/06/29,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(匈牙利)ESCAPE PLAN 2,2,43,"4,740","67,405","15,051,794"
44,美國,超人特攻隊2,2018/06/27,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",49,"8,674","1,943,340","1,127,713","257,491,282"
45,美國,貼背戰,2018/06/22,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,967,"55,000","140,158","32,293,056"
46,南韓,信徒,2018/06/22,車庫娛樂股份有限公司,CONTENTS PANDA,2,156,"16,100","5,013","1,129,511"
47,法國,醫生敲愛錢,2018/06/22,聯影企業股份有限公司,TF1 DROITS AUDIOVISUELS,1,74,"11,340","1,158","235,300"
48,美國,跟著IKEA衣櫥去旅行,2018/06/22,香港商甲上娛樂有限公司台灣分公司,(法國)TF1 DROITS AUDIOVISUELS,1,37,"8,280","22,386","5,084,085"
49,南韓,冠軍大叔,2018/06/15,華映娛樂股份有限公司,"FINECUT CO., LTD.",9,"2,021","173,100","199,596","44,741,404"
50,中華民國,只有大海知道,2018/06/15,沃土影像製作有限公司,沃土影像製作有限公司,2,233,"47,010","37,269","8,285,802"
51,美國,宿怨,2018/06/15,傳影互動股份有限公司,A24 INTERNATIONAL LLC,3,205,"17,160","113,143","26,312,205"
52,中華民國,看不見的台灣,2018/06/15,牽猴子整合行銷股份有限公司,影市堂股份有限公司,1,61,"3,050","10,082","2,199,617"
53,美國,侏羅紀世界:殞落國度,2018/06/06,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,101,"26,180","2,537,697","620,400,019"
54,英國,富麗秀（英國國家劇院現場）,2018/06/04,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,1,207,"141,080",818,"546,040"
55,美國,犬之島,2018/06/01,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,5,744,"67,310","54,039","12,295,498"
56,英國,第十二夜(英國國家劇院現場),2018/06/01,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,94,"61,360",544,"353,440"
57,美國,猛龍怪客,2018/06/01,車庫娛樂股份有限公司,(香港)OCEAN WAVE MOTION PICTURES (INTERNATIONAL) LIMITED,5,433,"39,870","54,796","12,144,919"
58,美國,真愛收信中,2018/06/01,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,(法國)STUDIOCANAL SAS,3,396,"34,620","6,459","1,295,080"
59,美國,211緊急呼救,2018/06/01,英屬維京群島商高捷全球開發有限公司 台灣分公司,"MILLENNIUM MEDIA, INC",5,182,"15,810","16,429","3,250,455"
60,日本,新參者完結篇：當祈禱落幕時,2018/05/25,車庫娛樂股份有限公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",2,108,"16,860","11,572","2,597,273"
61,義大利,波伽利：聲命之歌,2018/05/25,采昌國際多媒體股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,2,75,"11,590","6,384","1,357,385"
62,美國,高壓行動,2018/05/25,華映娛樂股份有限公司,MOJO CREATIVE LTD.,2,75,"5,920","46,533","9,966,024"
63,美國,星際大戰外傳:韓索羅,2018/05/23,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",6,659,"43,305","124,423","29,481,247"
64,美國,姐就是美！,2018/05/21,華聯國際影音股份有限公司,"VOLTAGE PICTURES, LLC",5,378,"27,845","54,507","12,238,140"
65,美國,死侍2,2018/05/15,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,13,"1,899","164,250","1,226,177","287,412,895"
66,美國,真心話大冒險,2018/05/11,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,9,"1,151","88,010","221,013","50,050,047"
67,美國,厭世媽咪日記,2018/05/11,傳影互動股份有限公司,(匈牙利)FREEWAY ENTERTAINMENT KFT.,1,35,"4,900","22,620","5,292,168"
68,德國,視界戰,2018/05/04,海樂影業股份有限公司,(匈牙利)GEM ENTERTAINMENT KFT.,4,407,"33,370","35,921","7,693,575"
69,美國,親愛的初戀,2018/05/04,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,2,62,"8,880","58,969","13,303,695"
70,美國,復仇者聯盟：無限之戰,2018/04/25,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",14,"4,247","337,515","2,591,907","641,421,600"
71,南韓,鬼病院：靈異直播,2018/04/20,車庫娛樂股份有限公司,SHOWBOX CORP.,1,71,"5,940","109,371","24,899,699"
72,美國,真愛趁現在,2018/04/13,威視股份有限公司,"MIDNIGHT SUN, LLC",1,97,"14,220","15,581","3,299,046"
73,美國,毀滅大作戰,2018/04/12,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,6,373,"28,025","591,381","136,868,187"
74,中華民國,生生,2018/04/09,老灰狼影片製作有限公司,老灰狼影片製作有限公司,1,112,"26,880",346,"83,040"
75,美國,比得兔,2018/04/04,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,475,"23,750","126,376","27,578,628"
76,美國,恩德培行動,2018/04/04,英屬維京群島商高捷全球開發有限公司 台灣分公司,"(美國)STORYTELLER DISTRIBUTION CO., LLC",1,72,"7,200","27,708","5,870,517"
77,美國,糯爾摩斯,2018/04/04,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,35,"3,240","24,600","5,274,615"
78,美國,一級玩家,2018/03/29,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,5,567,"37,690","1,414,679","361,551,237"
79,美國,淑女鳥,2018/02/28,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,111,"10,100","35,549","7,994,570"
80,法國,不思議女人,2017/11/24,捷傑有限公司,FUNNY BALLOONS,1,75,"16,500","1,592","337,866"
81,印度,我和我的冠軍女兒,2017/03/24,車庫娛樂股份有限公司,UTV SOFTWARE COMMUNICATIONS LIMITED,3,529,"122,260","728,247","166,966,601"
