序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,票數變動率,銷售金額,累計銷售票數,累計銷售金額
20,法國,生命的美麗瞬間,2019/10/18,海鵬影業有限公司,Doc & Film International,2,12,-90.70%,"2,520",345,"71,130"
21,法國,今夜，我們無罪,2019/10/18,原創娛樂股份有限公司,WILD BUNCH,2,41,-76.97%,"8,720",580,"125,589"
22,日本,七個會議,2019/10/18,鴻聯國際開發股份有限公司,"Tokyo Broadcasting System Television, Inc.",16,560,-71.10%,"121,115","4,954","1,090,077"
23,中華民國,盲人律師,2019/10/18,春暉映像有限公司,牧風電影事業有限合夥,19,"2,966",-62.59%,"652,431","19,994","4,382,061"
24,中華民國,聖人大盜,2019/10/18,台北双喜電影發行股份有限公司,中環國際娛樂事業股份有限公司##聖人大盜電影有限合夥##影市堂股份有限公司,55,"6,668",-33.51%,"1,534,464","31,922","7,347,226"
25,美國,黑魔女2,2019/10/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",98,"92,917",-48.58%,"21,761,980","501,597","118,493,226"
26,日本,魔法少女伊莉雅 百變嘉年華,2019/10/17,提恩傳媒實業有限公司,KADOKAWA CORPORATION,7,129,-61.61%,"30,185","1,411","339,641"
27,日本,電影版 吹響吧！上低音號～想傳達的旋律～,2019/10/17,車庫娛樂股份有限公司,PONY CANYON INC.,2,26,-92.10%,"5,695","1,035","247,455"
28,日本,電影版 吹響吧！上低音號～歡迎加入北宇治高中管樂社～,2019/10/17,車庫娛樂股份有限公司,PONY CANYON INC.,2,14,-94.09%,"2,990",967,"230,902"
29,美國,弒婚遊戲,2019/10/09,博偉電影股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",61,"4,994",-55.51%,"1,156,294","113,962","26,125,582"
30,美國,藍波:最後一滴血,2019/10/09,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",59,"2,943",-69.19%,"673,575","120,092","27,112,416"
31,美國,屍樂園：髒比雙拼,2019/10/09,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,33,"1,113",-71.14%,"262,475","61,211","14,081,842"
32,南韓,電影版 壞傢伙們,2019/10/09,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",6,217,-83.85%,"49,040","27,999","6,389,173"
33,阿根廷,計高一籌,2019/10/09,海鵬影業有限公司,Latido Consorcio De Exportacion Del Cine Espanol SL,1,21,-93.82%,"4,290","3,029","620,070"
34,日本,海獸之子,2019/10/09,香港商甲上娛樂有限公司台灣分公司,株式會社 Beyond C.,23,"1,462",-58.48%,"353,868","36,283","8,534,903"
35,中華民國,江湖無難事,2019/10/09,鹿路電影有限公司,上海愛美影視文化傳媒有限公司##滿滿額娛樂股份有限公司##華映娛樂股份有限公司##內容物數位電影製作有限公司##高雄人##鹿路電影有限公司##發條映画有限公司##百聿數碼創意股份有限公司,18,888,-70.95%,"199,670","40,233","8,942,748"
36,澳洲,108悍將,2019/10/04,台北双喜電影發行股份有限公司,Media Film International,3,108,-57.14%,"25,120","22,958","5,281,335"
37,美國,壞壞萌雪怪,2019/10/04,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,50,-97.27%,"9,690","73,526","16,684,674"
38,日本,小小戀歌,2019/10/04,光年映畫有限公司,"TOEI COMPANY,LTD.",1,21,-65.00%,"4,720","2,684","604,153"
39,美國,小丑,2019/10/03,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,100,"60,704",-42.32%,"14,420,602","1,331,225","318,998,430"
40,日本,骷髏城七人,2019/09/28,威秀影城股份有限公司,Village INC.,3,144,0.00%,"100,880",310,"215,680"
41,泰國,只有我能喜歡妳,2019/09/27,威視股份有限公司,M PICTURES COMPANY LIMITED,3,31,-93.26%,"6,715","14,942","3,442,155"
42,美國,笑笑羊大電影：外星人來了,2019/09/27,采昌國際多媒體股份有限公司,STUDIOCANAL,2,448,95.63%,"92,030","8,573","1,979,359"
43,美國,瞞天機密,2019/09/27,采昌國際多媒體股份有限公司,FILM & TV HOUSE LIMITED,1,21,-47.50%,"4,640","17,007","3,912,241"
44,美國,囧媽的極地任務,2019/09/27,車庫娛樂股份有限公司,METRO-GOLDWYN-MAYER STUDIOS INC.,1,22,-91.94%,"5,075","10,130","2,260,786"
45,日本,信用詐欺師JP,2019/09/27,傳影互動股份有限公司,PONY CANYON INC,1,20,-93.08%,"4,170","15,274","3,514,707"
46,日本,青春豬頭少年不會夢到懷夢美少女,2019/09/27,木棉花國際股份有限公司,Aniplex Inc.,4,162,-66.46%,"40,749","35,762","8,925,220"
47,美國,唐頓莊園,2019/09/20,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,93,-44.64%,"20,230","10,578","2,473,913"
48,美國,星際救援,2019/09/20,台北双喜電影發行股份有限公司,BONA FILM INVESTMENT COMPANY,6,579,198.45%,"124,520","141,113","33,718,458"
49,日本,我變笨了，請多多指教。,2019/09/20,車庫娛樂股份有限公司,PONY CANYON INC.,1,100,0.00%,"21,000","2,326","497,622"
50,中華民國,返校,2019/09/20,影一製作所股份有限公司,影一製作所股份有限公司##遊戲橘子數位科技股份有限公司##英屬維京群島商敦宜股份有限公司台灣分公司##樂到家國際娛樂股份有限公司##一條龍虎豹國際娛樂有限公司##財團法人臺中市影視發展基金會##高雄市電影館##美商華納兄弟（遠東）股份有限公司台灣分公司,86,"7,059",-53.05%,"1,648,543","1,103,146","258,015,025"
51,香港,再見了!小Q,2019/09/12,海樂影業股份有限公司,星皓影業(香港)有限公司,1,80,100.00%,"12,240","5,057","1,133,020"
52,日本,天氣之子,2019/09/12,車庫娛樂股份有限公司,"TOHO CO., LTD.",39,"3,877",-38.22%,"923,879","682,883","164,197,831"
53,日本,蠻幽鬼,2019/09/11,威秀影城股份有限公司,Village INC.,5,210,0.00%,"146,000",328,"222,160"
54,英國,洛瑞&火柴男人,2019/09/06,天馬行空數位有限公司,The Exchange,1,34,0.00%,"5,440","2,045","415,735"
55,俄羅斯,魔法禁界,2019/09/06,台北双喜電影發行股份有限公司,Media Film International,1,164,0.00%,"9,020","13,654","3,092,527"
56,香港,使徒行者2 諜影行動,2019/08/30,華映娛樂股份有限公司,"影聚天際影視傳媒（天津）有限公司##北京嘉映文化傳媒有限公司##喀什嘉映文化傳媒有限公司	##北京國影縱橫電影發行有限公司	##新疆烈火文化傳媒有限公司	##優酷電影有限公司	##華夏電影發行有限責任公司	##阿里巴巴影業(北京)有限公司	##天津貓眼微影文化傳媒有限公司	##耳東文化(北京)有限公司	##大名娛樂有限公司	##電視廣播有限公司	##天下一電影製作有限公司	##北京嘉映春天影業有限公司	##邵氏兄弟國際影業有限公司	##墨客行影業（北京）有限公司##天馬電影出品(香港)有限公司",2,222,-51.53%,"16,390","23,170","4,968,617"
57,美國,你願意嫁給我老公嗎？,2019/08/30,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Cornerstone Films LTD,2,162,0.00%,"13,740","7,734","1,652,963"
58,美國,雙面特務,2019/08/30,威視股份有限公司,FREEWAY ENTERTAINMENT KFT.,2,171,56.88%,"14,440","11,772","2,621,228"
59,南韓,極限逃生,2019/08/30,車庫娛樂股份有限公司,"CJ ENM CO., LTD.",1,42,0.00%,"6,720","140,499","31,874,838"
60,美國,深夜加油站遇見抓狂衰事,2019/08/23,本萃電影有限公司,"Film Mode Entertainment, LLC",1,32,-49.21%,"4,480","2,117","460,239"
61,日本,殺手寓言,2019/08/23,采昌國際多媒體股份有限公司,NIPPON TELEVISION NETWORK COPORATION,1,37,-64.76%,"5,180","8,600","1,933,580"
62,中華民國,下半場,2019/08/23,下半場電影股份有限公司,下半場電影股份有限公司##華研國際音樂(股)公司##國賓影城(股)公司##高雄市電影館##美商華納兄弟(遠東)股份有限公司##逆光電影(股)公司##有享娛樂(股)公司##福斯傳媒有限公司##華策影業(天津)有限公司,3,184,29.58%,"31,060","99,795","22,720,051"
63,美國,全面攻佔3: 天使救援,2019/08/21,海樂影業股份有限公司,"NU IMAGE,INC.",4,196,125.29%,"29,115","626,443","146,607,047"
64,美國,仙戒奇緣,2019/08/16,新竹市政府文化局,Gold Valley Films Inc.,7,178,-62.84%,"40,740","5,622","1,282,615"
65,美國,炫目之光,2019/08/16,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,72,-58.62%,"8,020","6,419","1,316,539"
66,南韓,驅魔使者,2019/08/16,車庫娛樂股份有限公司,"LOTTE CULTUREWORKS CO., LTD.",7,490,790.91%,"51,980","124,836","28,293,032"
67,日本,普羅米亞,2019/08/16,中影股份有限公司,東寶株式會社,10,983,-37.59%,"231,416","62,379","15,533,186"
68,中華民國,緝魔,2019/08/16,華映娛樂股份有限公司,傳遞娛樂傳媒有限公司##華映娛樂股份有限公司,3,121,-65.43%,"9,120","51,112","11,329,584"
69,美國,朵拉與失落的黃金城,2019/08/09,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,20,0.00%,"2,600","61,887","13,897,697"
70,俄羅斯,絕世名伶,2019/08/09,天馬行空數位有限公司,(德國)KINOSTAR FILMVERLEIH GMBH,1,15,-51.61%,"2,250","5,657","1,147,771"
71,日本,乘浪之約,2019/08/09,台北双喜電影發行股份有限公司,Fuji Creative Coporation,2,96,-11.11%,"14,160","13,166","3,060,447"
72,美國,在黑暗中說的鬼故事,2019/08/07,香港商甲上娛樂有限公司台灣分公司,"eONE FEATURES, LLC",4,301,-26.59%,"31,070","229,067","52,653,329"
73,紐西蘭,完全邪惡指南,2019/08/02,暗光鳥有限公司,ARCHSTONE DISTRIBUTION LLC,1,12,0.00%,"1,200",305,"65,629"
74,西班牙,痛苦與榮耀,2019/08/02,傳影互動股份有限公司,BATRAX ENTERTAINMENT B.V.,4,431,-27.81%,"44,980","14,258","2,936,032"
75,美國,玩命關頭:特別行動,2019/07/31,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,9,"3,091",35.87%,"233,090","1,899,123","453,920,059"
76,日本,電影哆啦A夢：大雄的月球探測記,2019/07/26,車庫娛樂股份有限公司,"TOHO CO., LTD.",2,119,-63.72%,"9,460","98,075","21,783,426"
77,日本,漫長的告別,2019/07/26,天馬行空數位有限公司,"ASMIK ACE, INC.",1,31,0.00%,"6,820","4,339","909,266"
78,美國,從前，有個好萊塢,2019/07/24,台北双喜電影發行股份有限公司,"Bona Film Investment Company (Pacific RIM, USA)",2,124,-62.42%,"18,360","157,099","37,475,525"
79,美國,電流大戰,2019/07/19,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,Lantern Entertainment LLC,1,51,-86.51%,"4,240","100,839","22,711,815"
80,中華民國,灼人秘密,2019/07/19,岸上影像有限公司,"岸上影像有限公司,禾豐九路娛樂有限公司,爵士電影製作公司 JAZZY PICTURES (M) SDN. BHD.",1,21,-70.83%,"1,050","32,064","7,351,414"
81,美國,獅子王,2019/07/17,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",6,"1,602",1202.44%,"106,950","1,311,212","314,264,732"
82,美國,鱷魔,2019/07/12,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,1,140,91.78%,"12,880","128,783","28,694,299"
83,日本,爸媽死了，我卻不想哭,2019/07/12,佳映娛樂國際股份有限公司,NIKKATSU CORPORATION,1,2,0.00%,380,"1,334","303,804"
84,日本,王者天下,2019/07/11,傳影互動股份有限公司,Columbia Pictures Industries Inc,1,96,-25.00%,"10,270","22,696","5,143,587"
85,日本,名偵探柯南：紺青之拳,2019/07/10,向洋影業有限公司,株式会社トムス・エンタテインメント,3,138,-78.83%,"12,090","472,434","109,669,864"
86,美國,蜘蛛人：離家日,2019/07/02,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,6,719,-59.40%,"56,395","1,595,820","379,768,539"
87,南韓,寄生上流,2019/06/28,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ ENM CO. LTD,10,"2,956",63.86%,"240,200","622,754","145,787,633"
88,美國,玩具總動員 4,2019/06/20,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL, INC.",5,"1,229",-14.12%,"87,620","1,343,596","312,398,100"
89,日本,劇場版 歌之☆王子殿下♪真愛KINGDOM,2019/06/14,曼迪傳播有限公司,KING RECORD COMPANY LIMITED,1,177,0.00%,"38,940","9,476","2,432,426"
90,丹麥,懸案密碼-第64號,2019/06/14,峻龍國際有限公司,"MultiVisionnaire , Inc",1,90,-52.88%,"4,950","21,659","4,580,333"
91,美國,阿拉丁,2019/05/22,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",4,477,-33.66%,"28,205","1,250,244","290,398,044"
92,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,2,0.00%,480,551,"79,140"
93,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,0,-100.00%,0,804,"100,994"
94,日本,黃昏清兵衛,2018/08/17,車庫娛樂股份有限公司,"SHOCHIKU CO.,LTD.",1,40,233.33%,"7,440",659,"135,285"
95,以色列,兒子的完美告別,2017/07/07,海鵬影業有限公司,(波蘭)NEW EUROPE FILM SALES JAN NASZEWSKI,1,4,0.00%,680,"3,527","750,230"
96,日本,幸福的黃手帕,2016/04/01,東昊影業有限公司,松竹株式會社,1,60,650.00%,"10,700",68,"12,020"
97,日本,遠山的呼喚,1980/01/01,東昊影業有限公司,松竹株式會社,1,60,300.00%,"10,300",75,"13,220"
