序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
30,冰島,進擊的大媽,2018/10/26,可樂藝術文創股份有限公司,(德國)BETA CINEMA GMBH,2,15,"2,870",93,"18,143"
31,德國,前任同盟,2018/10/26,可樂藝術文創股份有限公司,THE MATCH FACTORY,2,14,"2,650",98,"19,740"
32,瑞典,我的妹妹萌奇,2018/10/26,可樂藝術文創股份有限公司,(德國)PICTURE TREE INTERNATIONAL GMBH,2,9,"1,780",55,"10,590"
33,美國,天堂在405號公路塞車加映慕夏壯麗藝術祭,2018/10/26,聯影企業股份有限公司,STIEFEL TCO.TNC.##(捷克共和國)GPO PLATFORM,1,6,"1,260",327,"66,155"
34,法國,決戰事業線,2018/10/26,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,1,5,"1,100",114,"23,960"
35,中華民國,哈囉！有事嗎,2018/10/23,美商廿世紀福斯影片股份有限公司台灣分公司,一起影業製作有限公司##香港商福斯傳媒有限公司台灣分公司,8,41,"9,285","5,354","1,182,087"
36,美國,月光光新慌慌,2018/10/19,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,73,"5,568","1,287,857","112,746","25,812,407"
37,中華民國,紅盒子,2018/10/19,後場音像紀錄工作室有限公司,後場音像紀錄工作室有限公司,19,"2,754","601,810","26,716","5,858,602"
38,南韓,極智對決,2018/10/19,華聯國際影音股份有限公司,CJ E&M CORPORATION,27,"1,218","277,348","31,532","7,052,137"
39,美國,怪物遊戲2：妖獸讚,2018/10/19,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,48,996,"233,847","46,897","10,398,962"
40,英國,深夜小狗神祕習題(英國國家劇院現場),2018/10/19,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,2,339,"226,720",339,"226,720"
41,日本,檢方的罪人,2018/10/19,車庫娛樂股份有限公司,"TOHO CO., LTD.",14,641,"149,990","22,475","5,111,663"
42,英國,劊子手(英國國家劇院現場),2018/10/19,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,4,215,"137,960",215,"137,960"
43,美國,億萬男孩俱樂部,2018/10/19,香港商甲上娛樂有限公司台灣分公司,"BB CLUB,LLC",16,515,"119,569","25,077","5,935,918"
44,中華民國,紅樓夢,2018/10/19,馬棋朵數位影像製作有限公司,馬棋朵數位影像製作有限公司,7,187,"42,695","5,887","1,344,361"
45,英國,凱撒大帝(英國國家劇院現場),2018/10/19,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,3,27,"17,920",352,"235,280"
46,日本,請做我的主人,2018/10/19,車庫娛樂股份有限公司,KADOKAWA CORPORATION,2,54,"12,020",330,"73,565"
47,法國,從前的我們,2018/10/19,海鵬影業有限公司,LE PACTE,2,55,"11,410","1,819","386,302"
48,美國,歡樂時光謀殺案,2018/10/19,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",2,46,"9,560","2,209","488,780"
49,英國,朱門巧婦(英國國家劇院現場),2018/10/19,威秀影城股份有限公司,THE ROYAL NATIONAL THEATRE,1,3,"2,000",210,"134,720"
50,英國,舞動人生,2018/10/19,東昊影業有限公司,(法國)STUDIOCANAL S.A.S,1,4,780,"1,371","291,194"
51,英國,一週斃命：不死退費,2018/10/12,采昌國際多媒體股份有限公司,ALTITUDE FILM SALES LIMITED,1,10,"2,210","5,040","1,125,155"
52,美國,滴答屋,2018/10/10,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,18,559,"134,148","109,468","25,220,826"
53,美國,一個巨星的誕生,2018/10/09,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,94,"54,297","12,831,150","640,600","150,807,586"
54,香港,無雙,2018/10/05,台北双喜電影發行股份有限公司,(香港)博納影視娛樂有限公司##(香港)英皇影業有限公司##(大陸)上海博納文化傳媒有限公司##(大陸)上海阿里巴巴影業有限公司##(大陸)華夏電影發行有限責任公司##(大陸)博納影業集團股份有限公司##(大陸)双喜電影發行(北京)有限公司,45,"3,160","738,669","199,130","45,596,787"
55,日本,在咖啡冷掉之前,2018/10/05,英屬維京群島商高捷全球開發有限公司 台灣分公司,"TOKYO BROADCASTING SYSTEM TELEVISION, INC.",11,797,"182,620","51,924","11,989,006"
56,日本,電影版吹響吧！上低音號~莉茲與青鳥~,2018/10/05,車庫娛樂股份有限公司,(美國)PONYCANYON USA INC.,3,174,"42,871","10,963","2,721,986"
57,美國,猛毒,2018/10/03,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,76,"10,877","2,559,570","1,185,385","276,897,087"
58,日本,仙人畫家：熊谷守一,2018/10/01,輝洪開發股份有限公司,NIKKATSU CORPORATION,8,504,"105,295",985,"203,155"
59,美國,小腳怪,2018/09/28,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,11,304,"65,745","95,040","21,554,355"
60,馬來西亞,李宗偉：敗者為王,2018/09/28,星泰國際娛樂股份有限公司,志博影業有限公司##馬虎電影有限公司,2,223,"46,020","16,281","3,581,060"
61,美國,人肉搜索,2018/09/28,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,135,"29,785","58,890","13,672,388"
62,南韓,物怪,2018/09/28,車庫娛樂股份有限公司,"FINECUT CO., LTD.",1,72,"11,020","4,424","971,593"
63,香港,歐洲攻略,2018/09/28,華映娛樂股份有限公司,（英屬維京群島）春光映画(BLOCK 2 PICTURES INC.)##（英屬維京群島）見天地電影工作室有限公司(MASTER CHINA FILMS LTD.)##（大陸）上海銀潤傳媒廣告有限公司##（大陸）西藏恆信天地影視有限公司##（大陸）浙江天意影視有限公司##（香港）美亞電影製作有限公司,1,52,"8,320","7,634","1,669,377"
64,英國,阿喀郎版吉賽兒,2018/09/27,威秀影城股份有限公司,ENGLISH NATIONAL BALLET,2,146,"98,920",289,"195,520"
65,英國,愛麗絲夢遊仙境,2018/09/27,威秀影城股份有限公司,ROYAL OPERA HOUSE,1,56,"36,640",130,"87,880"
66,日本,一屍到底,2018/09/21,車庫娛樂股份有限公司,NIKKATSU CORPORATION,15,"1,670","404,948","228,417","52,634,695"
67,日本,麵包超人電影版閃耀吧！庫倫與生命之星,2018/09/21,曼迪傳播有限公司,"TMS ENTERTAINMENT CO.,LTD.",2,69,"15,420","4,606","1,042,269"
68,美國,凸搥特派員:三度出擊,2018/09/21,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,2,38,"8,830","253,124","58,455,815"
69,美國,極地之王,2018/09/21,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,50,"8,000","21,526","4,791,896"
70,美國,惡魔島,2018/09/21,香港商甲上娛樂有限公司台灣分公司,"RED GRANITE INTERNATIONAL,INC",2,25,"6,085","164,614","38,720,094"
71,日本,退而不休,2018/09/21,天馬行空數位有限公司,"TOEI COMPANY,LTD.",1,38,"6,080","4,104","859,277"
72,日本,電影版【空中急診英雄─海空災難最終救援─】,2018/09/21,英屬維京群島商高捷全球開發有限公司 台灣分公司,"PONY CANYON,INC",1,3,770,"40,955","9,718,226"
73,美國,終極戰士：掠奪者,2018/09/14,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,5,817,"59,495","184,945","43,241,629"
74,美國,德魯大叔,2018/09/14,車庫娛樂股份有限公司,(英國)LIONS GATE INTERNATIONAL(UK) LIMITED,1,44,"7,040","17,752","4,220,421"
75,義大利,當我們困在一起,2018/09/14,捷傑有限公司,(法國)INDIE SALES COMPANY,1,41,"6,150","1,068","212,576"
76,美國,婚禮冤家,2018/09/07,香港商甲上娛樂有限公司台灣分公司,"JELLYFISH BLOOM INTERNATIONAL,LLC",2,77,"11,420","27,331","6,317,123"
77,南韓,北風,2018/09/07,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CJ E&M CORPORATION,1,34,"5,440","10,153","2,325,001"
78,中華民國,山的那一邊,2018/09/07,內容物數位電影製作有限公司,內容物數位電影製作有限公司##華映娛樂股份有限公司##滿滿額娛樂有限公司,1,25,"2,500","24,332","5,395,991"
79,美國,鬼修女,2018/09/06,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,1,6,"1,620","475,113","112,429,547"
80,中華民國,粽邪,2018/08/31,華影國際影藝有限公司,緯來電視網股份有限公司##一起影業製作有限公司##華達星多媒體事業股份有限公司##志嘉建設股份有限公司##華影國際影藝有限公司##和合佰納媒體事業股份有限公司,4,303,"32,730","218,560","49,174,805"
81,美國,私刑教育2,2018/08/30,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,54,"8,640","300,409","69,647,590"
82,美國,瘋狂亞洲富豪,2018/08/24,美商華納兄弟(遠東)股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,730,"41,060","277,380","65,600,976"
83,法國,全面霾伏,2018/08/24,香港商甲上娛樂有限公司台灣分公司,TF1 DROITS AUDIOVISUELS,5,584,"35,410","37,048","8,335,627"
84,香港,大師兄,2018/08/24,華映娛樂股份有限公司,(香港)星王朝有限公司##(香港)太陽娛樂文化有限公司##(香港)超級子彈影業有限公司##(大陸)北京博納影業有限公司##(大陸)耳東影業(北京)有限公司##(大陸)霍爾果斯環星影視傳媒有限公司##(大陸)上海博納文化傳媒有限公司,4,336,"33,395","145,774","31,782,814"
85,美國,闇黑之心,2018/08/24,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION.,3,500,"27,655","48,905","10,780,711"
86,英國,老娘也要當間諜,2018/08/17,英屬維京群島商高捷全球開發有限公司 台灣分公司,LIONS GATE INTERNATIONAL (UK) LIMITED,9,570,"52,805","49,886","11,052,040"
87,中華民國,鬥魚,2018/08/17,星泰國際娛樂股份有限公司,多曼尼製作有限公司##星泰國際娛樂股份有限公司##旺旺中時媒體集團##宏璟建設股份有限公司##樂到家國際娛樂股份有限公司##香港商福斯傳媒有限公司台灣分公司##(大陸)霍爾果斯鑫岳影視傳媒有限公司##(大陸)霍爾果斯觀達影視文化傳播有限公司,6,303,"30,670","134,728","30,434,769"
88,美國,拳力逃脫,2018/08/17,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX PRODUCTIONS,LLC",4,456,"26,870","52,359","11,030,207"
89,日本,每天回家老婆都在裝死,2018/08/17,車庫娛樂股份有限公司,COLORBIRD INC.,4,145,"16,250","48,576","11,141,467"
90,日本,未來的未來,2018/08/17,傳影互動股份有限公司,NIPPON TELEVISION-STUDIO CHIZU LLP,1,36,"5,040","55,456","12,691,708"
91,英國,湯瑪士小火車：環遊世界大冒險,2018/08/17,香港商甲上娛樂有限公司台灣分公司,GULLANE (THOMAS) LIMITED,1,15,"3,000","11,422","2,688,807"
92,美國,巨齒鯊,2018/08/10,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,9,"1,567","132,910","696,627","162,177,576"
93,美國,摯友維尼,2018/08/03,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",9,"1,035","90,600","101,573","23,365,609"
94,美國,媽媽咪呀！回來了,2018/08/01,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,1,44,"3,580","112,877","25,276,673"
95,美國,不可能的任務：全面瓦解,2018/07/25,美商美國派拉蒙影片股份有限公司台灣分公司,PARAMOUNT PICTURES CORPORATION,14,"4,357","351,195","1,888,710","446,804,750"
96,美國,尖叫旅社3:怪獸假期,2018/07/19,博偉電影股份有限公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,6,911,"57,710","309,257","68,558,315"
97,日本,小偷家族,2018/07/13,采昌國際多媒體股份有限公司,GAGA Corporation,1,68,"9,960","67,041","14,429,152"
98,美國,摩天大樓,2018/07/12,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,3,449,"30,170","811,721","187,893,312"
99,日本,名偵探柯南:零的執行人,2018/07/06,向洋影業有限公司,"TMS ENTERTAINMENT CO.,LTD.",8,"1,263","355,075","391,870","91,716,109"
100,美國,蟻人與黃蜂女,2018/07/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",2,196,"12,635","1,271,823","297,162,309"
101,美國,超人特攻隊2,2018/06/27,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",7,902,"68,315","1,147,610","260,526,508"
102,日本,春宵苦短，少女前進吧！,2017/09/29,向洋影業有限公司,FUJI CREATIVE CORP.,1,17,"2,150","2,753","681,436"
103,日本,刀劍神域劇場版-序列爭戰,2017/02/24,木棉花國際股份有限公司,ANIPLEX INC.,5,179,"81,590","213,727","55,675,013"
